23dhb[c]	0.000172746	0.000798213
3pg[c]	0.000541375	0.0033009
6pgc[c]	0.000190225	0.000195707
aacoa[c]	NaN	0.00052668
accoa[c]	0.000444498	0.000888614
actp[c]	0.000765221	0.00319787
ade[c]	NaN	2.29567e-005
adn[c]	1.08196e-008	2.05718e-008
adp[c]	8.96895e-005	0.000399958
adpglc[c]	NaN	1.89957e-005
ala-L[c]	0.000694772	0.00111186
akg[c]	0.000209182	0.000950013
amp[c]	3.36418e-005	0.000304674
anth[c]	1.15826e-006	1.01878e-005
aps[c]	NaN	2.94865e-005
arg-L[c]	NaN	0.00635296
asn-L[c]	0.000305266	0.000956385
asp-L[c]	0.0037455	0.0144071
atp[c]	0.00203115	0.00843111
cbasp[c]	1.64562e-005	4.30801e-005
acon-C[c]	5.07921e-005	0.000324566
cit[c]	0.0059711	0.129667
citr-L[c]	0.000223931	0.00118732
cmp[c]	NaN	0.0186662
coa[c]	0.00018239	0.0749982
ctp[c]	0.000690748	0.00190294
camp[c]	7.45019e-005	0.000785307
cytd[c]	NaN	0.000236513
csn[c]	NaN	0.000134091
damp[c]	NaN	3.93368e-005
datp[c]	1.59215e-005	0.000294583
dctp[c]	NaN	0.00164479
dad-2[c]	NaN	1.25283e-005
dgsn[c]	NaN	2.28912e-005
5drib[c]	NaN	0.00110536
glcn[c]	NaN	0.000423421
dgmp[c]	NaN	0.00424098
dhap[c]	0.000120348	0.000178608
dhor-S[c]	1.1346e-006	1.13515e-005
[c]	0.000511012	0.000920437
fad[c]	1.31456e-005	0.000185148
fdp[c]	0.00282819	0.00329338
fmn[c]	2.92805e-005	9.62551e-005
fum[c]	5.90608e-006	0.0120254
gdp[c]	7.63414e-006	4.09996e-005
[c]	NaN	0.0106111
gam6p[c]	0.000262803	0.000380489
glu-L[c]	0.0431556	0.0464349
gln-L[c]	0.00129491	0.00723777
glyc-R[c]	NaN	0.0143292
glyc2p+glyc3p[c]	4.39727e-005	0.00138029
gmp[c]	NaN	0.000105474
gtp[c]	0.000393438	0.00395692
gua[c]	1.43998e-006	2.89651e-006
gsn[c]	NaN	3.30372e-006
g6p[c]	0.00421507	0.00450659
his-L[c]	5.3993e-005	0.000176098
histd[c]	9.91414e-006	3.86498e-005
hcys-L[c]	NaN	0.00141763
idp[c]	NaN	0.000105788
imp[c]	NaN	0.00120827
ile-L+leu-L[c]	0.000148077	0.000784976
itp[c]	NaN	0.119111
lys-L[c]	0.000297816	0.00103154
mal-L[c]	0.00135014	0.00822086
malcoa[c]	NaN	0.000855988
met-L[c]	3.5707e-005	0.000121786
inost[c]	4.6551e-006	1.02401e-005
acgam1p+acgam6p[c]	NaN	0.00083303
acorn[c]	2.52863e-005	0.000912983
nad[c]	0.000259991	132.768
nadh[c]	0.000237048	0.000858015
nadp[c]	NaN	0.000179045
nadph[c]	1.72349e-005	0.0051407
orot5p[c]	3.44408e-005	0.000794543
orn[c]	1.2807e-005	0.000320229
orot[c]	9.74061e-005	0.000691589
gthox[c]	0.000873372	0.00323949
4hbz[c]	0.000349807	0.000962177
phe-L[c]	1.82742e-005	4.11182e-005
phpyr[c]	0.000104433	0.000321985
pep[c]	0.000464541	0.001779
pro-L[c]	0.000146653	0.000889661
ppcoa[c]	NaN	0.000128838
prpp[c]	4.95455e-005	0.000179937
quln[c]	1.87715e-007	4.27438e-006
gthrd[c]	0.00302027	0.0210402
ribflv[c]	1.03295e-005	3.40356e-005
amet[c]	0.000131968	0.0011399
ser-L[c]	3.07215e-005	0.000296901
skm[c]	NaN	0.00014291
succ[c]	0.000524979	0.00162392
succoa[c]	4.32574e-005	0.00352362
dtdp[c]	NaN	0.00360834
thr-L[c]	NaN	0.0137081
tre[c]	0.00031206	0.000366641
trp-L[c]	7.98479e-006	5.25249e-005
dttp[c]	0.000367628	0.00121128
tyr-L[c]	1.47028e-005	0.000185073
udp[c]	NaN	0.0855259
udpg[c]	0.00020357	0.00150175
udpglcur[c]	3.4332e-005	0.00102824
uacgam[c]	0.00120228	0.00477252
uri[c]	NaN	0.0997806
utp[c]	0.00133542	0.00421438
val-L[c]	0.000817131	0.00141116
