23dhb[c]	0.000432743	0.000768479
3pg[c]	0.00283558	0.00462208
6pgc[c]	0.000245539	0.000652746
aacoa[c]	NaN	0.000839057
accoa[c]	0.000331731	0.0016256
actp[c]	0.000390424	0.00280249
ade[c]	NaN	7.60922e-006
adn[c]	3.70064e-009	1.50572e-007
adp[c]	9.81459e-005	0.000225373
adpglc[c]	NaN	2.86616e-005
ala-L[c]	0.00149146	0.00209029
akg[c]	0.000357359	0.00106318
amp[c]	9.41149e-005	0.000260234
anth[c]	1.43305e-006	4.93033e-006
aps[c]	NaN	3.83498e-005
arg-L[c]	NaN	0.114223
asn-L[c]	0.000608972	0.00154562
asp-L[c]	0.00645053	0.0133986
atp[c]	0.00690506	0.0116687
cbasp[c]	3.2013e-005	0.000254102
acon-C[c]	5.27282e-005	0.000174337
cit[c]	0.00236416	0.00335359
citr-L[c]	0.000623946	0.00138895
cmp[c]	NaN	0.0455422
coa[c]	0.000265032	0.0777521
ctp[c]	0.000563789	0.00349204
camp[c]	0.000171436	0.000916128
cytd[c]	NaN	5.40533e-005
csn[c]	NaN	0.000369531
damp[c]	NaN	0.000116405
datp[c]	2.50423e-005	0.00010397
dctp[c]	NaN	0.00217946
dad-2[c]	NaN	1.96384e-005
dgsn[c]	NaN	2.94536e-006
5drib[c]	NaN	0.0218041
glcn[c]	NaN	0.00307161
dgmp[c]	NaN	0.00146401
dhap[c]	0.000371916	0.000795454
dhor-S[c]	3.33956e-006	6.27794e-006
[c]	0.000683293	0.00151595
fad[c]	4.2272e-005	0.00103758
fdp[c]	0.00419366	0.00816443
fmn[c]	5.29645e-007	1.41647e-005
fum[c]	6.57844e-006	0.0099183
gdp[c]	5.73384e-006	9.40039e-005
[c]	NaN	0.0171217
gam6p[c]	9.94193e-005	0.0014356
glu-L[c]	0.133006	0.167554
gln-L[c]	0.00435264	0.00562649
glyc-R[c]	NaN	0.0313406
glyc2p+glyc3p[c]	0.000337578	0.00641644
gmp[c]	NaN	0.000150198
gtp[c]	0.000702951	0.0103221
gua[c]	1.22059e-006	9.00119e-006
gsn[c]	NaN	4.63216e-005
g6p[c]	0.00442898	0.00678943
his-L[c]	9.77892e-005	0.000312857
histd[c]	2.99231e-006	0.000122843
hcys-L[c]	NaN	0.00107604
idp[c]	NaN	0.000143282
imp[c]	NaN	0.0265424
ile-L+leu-L[c]	0.000350363	0.000547597
itp[c]	NaN	0.0539866
lys-L[c]	0.00055094	0.00105515
mal-L[c]	0.00306604	0.00388582
malcoa[c]	NaN	0.0747109
met-L[c]	9.87291e-005	0.000168418
inost[c]	4.25567e-006	1.16941e-005
acgam1p+acgam6p[c]	NaN	0.000941614
acorn[c]	9.17782e-005	0.00172218
nad[c]	0.000710218	0.146326
nadh[c]	0.000420309	0.00136308
nadp[c]	NaN	0.00267202
nadph[c]	4.04051e-005	0.00205488
orot5p[c]	2.3041e-005	0.000265446
orn[c]	8.47397e-006	0.000108171
orot[c]	0.000222368	0.000331428
gthox[c]	0.00287339	0.0185823
4hbz[c]	0.000965819	0.00374205
phe-L[c]	3.38076e-005	5.25396e-005
phpyr[c]	0.000199234	0.000524321
pep[c]	0.00104049	0.00172862
pro-L[c]	0.000403249	0.00050463
ppcoa[c]	NaN	0.00017661
prpp[c]	7.88195e-005	0.00029674
quln[c]	9.10746e-007	2.37937e-005
gthrd[c]	0.015098	0.0205984
ribflv[c]	1.39794e-005	3.48303e-005
amet[c]	0.000384727	0.00315953
ser-L[c]	5.25925e-005	0.000426742
skm[c]	NaN	0.000286113
succ[c]	0.000625782	0.00209424
succoa[c]	0.000314919	0.00660512
dtdp[c]	NaN	0.00405787
thr-L[c]	NaN	0.00180449
tre[c]	0.000105674	0.000370141
trp-L[c]	1.87354e-005	2.97555e-005
dttp[c]	0.000383712	0.000717239
tyr-L[c]	4.89309e-005	0.000156246
udp[c]	NaN	0.129723
udpg[c]	0.000538655	0.0023156
udpglcur[c]	7.87757e-005	0.00178538
uacgam[c]	0.00293168	0.00576638
uri[c]	NaN	0.106576
utp[c]	0.0034865	0.00456277
val-L[c]	0.00170309	0.00307597
